filepath,transcription,duration,spkr_id
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/997472/myst_997472_2010-11-01_00-00-00_ME_2.2/myst_997472_2010-11-01_00-00-00_ME_2.2_007.wav,the one that looks like uh sort of like a switch but isn't it's for your circuit to be closed if you open it then you don't then your circuit will be open and the light bulb or motor won't work but if you by it it'll work,16.862000000000002,997472
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/997472/myst_997472_2010-11-01_00-00-00_ME_2.2/myst_997472_2010-11-01_00-00-00_ME_2.2_021.wav,the names of a those little circles at the bottom are called terminal connectitions an and if you don't have it then um you and if you don't connect anything to the motor the motor's not gonna run,15.988,997472
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/997472/myst_997472_2010-11-01_00-00-00_ME_2.2/myst_997472_2010-11-01_00-00-00_ME_2.2_012.wav,um i forget its name but i think it starts with an s and it uses symbols to tell you instead of just drawing all the details,9.743,997472
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/997472/myst_997472_2010-11-01_00-00-00_ME_2.2/myst_997472_2010-11-01_00-00-00_ME_2.2_014.wav,i see um a light bulb and that one of the wires is connected to the side and the other one is connected to the bottom and that it lights up when that happens,13.053,997472
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/997472/myst_997472_2010-11-01_00-00-00_ME_2.2/myst_997472_2010-11-01_00-00-00_ME_2.2_020.wav,you connect the wires to it and then it flows to the battery and that starts moving the motor on the top,9.233,997472
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/997472/myst_997472_2010-11-01_00-00-00_ME_2.2/myst_997472_2010-11-01_00-00-00_ME_2.2_019.wav,they mean that the wires on the motor stop there and are connected to new wires,8.747,997472
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/997472/myst_997472_2010-11-01_00-00-00_ME_2.2/myst_997472_2010-11-01_00-00-00_ME_2.2_017.wav,a schematic shows you a simpler way to draw or tell someone how to sh do something or go somewhere,11.049,997472
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/997472/myst_997472_2010-11-01_00-00-00_ME_2.2/myst_997472_2010-11-01_00-00-00_ME_2.2_003.wav,the d cell is a source of el electricity to turn on something,5.188,997472
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/997472/myst_997472_2010-11-01_00-00-00_ME_2.2/myst_997472_2010-11-01_00-00-00_ME_2.2_001.wav,good,0.7190000000000001,997472
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/997472/myst_997472_2010-11-01_00-00-00_ME_2.2/myst_997472_2010-11-01_00-00-00_ME_2.2_004.wav,the motor um i mean the d cell helps you helps it run because without it there's nothing like you could really do i mean it wouldn't work,12.922,997472
