filepath,transcription,duration,spkr_id
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/012023/myst_012023_2013-11-13_08-57-22_MX_1.2/myst_012023_2013-11-13_08-57-22_MX_1.2_032.wav,no,0.65625,012023
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/004020/myst_004020_2013-11-18_09-21-01_EE_1.1/myst_004020_2013-11-18_09-21-01_EE_1.1_031.wav,i notice that there is always um the right side is always connected to the casing and the left side is always connected to the bottom,12.7186875,004020
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/995523/myst_995523_2010-05-03_00-00-00_ME_3.1/myst_995523_2010-05-03_00-00-00_ME_3.1_013.wav,um it it goes through the wires and then through the wir the other thing it goes through the bottom and then through the thing that lights up and then goes out the side,13.495,995523
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/012020/myst_012020_2013-11-22_12-19-40_MX_1.3/myst_012020_2013-11-22_12-19-40_MX_1.3_023.wav,if it's a larger things it can't goes through it,4.12725,012020
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990068/myst_990068_2008-05-05_00-00-00_MS_2.3/myst_990068_2008-05-05_00-00-00_MS_2.3_058.wav,yeah um that surprised me but um you know i was really surprised on how much water a sponge could hold i mean that was just amazing,13.047,990068
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/995739/myst_995739_2011-24-02_00-00-00_ME_3.2/myst_995739_2011-24-02_00-00-00_ME_3.2_011.wav,cause the bulbs are lighter in the one the series circuit and the bulbs are actually dull,5.1579999999999995,995739
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/004028/myst_004028_2014-02-03_09-33-45_EE_3.4/myst_004028_2014-02-03_09-33-45_EE_3.4_002.wav,we have been learning about magnets and how they work,3.5133125,004028
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990042/myst_990042_2008-16-05_00-00-00_MS_4.2/myst_990042_2008-16-05_00-00-00_MS_4.2_148.wav,centimeters,1.285,990042
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/005028/myst_005028_2014-02-03_10-38-32_MX_1.3/myst_005028_2014-02-03_10-38-32_MX_1.3_007.wav,the rocks and the water,1.625,005028
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/002297/myst_002297_2015-05-07_09-14-52_LS_3.4/myst_002297_2015-05-07_09-14-52_LS_3.4_019.wav,letter c d and h,3.13375,002297
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/014013/myst_014013_2013-12-16_13-51-41_MX_1.2/myst_014013_2013-12-16_13-51-41_MX_1.2_015.wav,when the result is the same as the stuff going in we know that they're mass has been added together to make the result,10.019875,014013
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/002307/myst_002307_2015-04-21_09-22-54_LS_3.1/myst_002307_2015-04-21_09-22-54_LS_3.1_002.wav,we've been learning about plants veins and human veins,6.8506875,002307
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013234/myst_013234_2015-01-23_12-17-38_EE_2.2/myst_013234_2015-01-23_12-17-38_EE_2.2_013.wav,i don't know i mean what could happen,4.1715,013234
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/018208/myst_018208_2014-10-15_13-32-10_LS_2.1/myst_018208_2014-10-15_13-32-10_LS_2.1_013.wav,animals eat grass,2.481,018208
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/013065/myst_013065_2014-04-30_12-49-39_LS_2.1/myst_013065_2014-04-30_12-49-39_LS_2.1_004.wav,yeast yeast,4.7253125,013065
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/996416/myst_996416_2009-02-09_00-00-00_VB_1.1/myst_996416_2009-02-09_00-00-00_VB_1.1_004.wav,pendulums are about um helping like time on like grandfather clocks,5.396,996416
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/996415/myst_996415_2009-04-09_00-00-00_VB_1.2/myst_996415_2009-04-09_00-00-00_VB_1.2_013.wav,the longer the string goes slower,5.456,996415
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/002030/myst_002030_2014-04-30_10-32-58_LS_4.2/myst_002030_2014-04-30_10-32-58_LS_4.2_002.wav,it might be colors to reproduce and mate and stuff,5.7421875,002030
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/993764/myst_993764_2011-04-03_00-00-00_VB_3.4/myst_993764_2011-04-03_00-00-00_VB_3.4_006.wav,the dependent and the independent variables,3.0460000000000003,993764
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/002117/myst_002117_2014-02-28_12-58-39_LS_1.1/myst_002117_2014-02-28_12-58-39_LS_1.1_002.wav,i've been learning about living systems,3.4024375,002117
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/002292/myst_002292_2015-03-11_08-55-58_LS_1.1/myst_002292_2015-03-11_08-55-58_LS_1.1_003.wav,they are all systems with parts that make it up into a system,4.46075,002292
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/997249/myst_997249_2008-17-11_00-00-00_ME_1.2/myst_997249_2008-17-11_00-00-00_ME_1.2_043.wav,that um the magnet will stick to the nail and the nail will attract the paper clip,6.2,997249
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/007231/myst_007231_2014-11-20_11-01-57_MX_3.2/myst_007231_2014-11-20_11-01-57_MX_3.2_002.wav,we've been learning about we have going to learning about mixtures,12.0890625,007231
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990081/myst_990081_2008-30-04_00-00-00_MS_2.1/myst_990081_2008-30-04_00-00-00_MS_2.1_164.wav,the meter,0.941,990081
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/007242/myst_007242_2014-10-02_07-53-17_MX_1.3/myst_007242_2014-10-02_07-53-17_MX_1.3_003.wav,we should use a filter paper and the screen and evaporate the water,11.621875,007242
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/990024/myst_990024_2008-19-05_00-00-00_MS_4.2/myst_990024_2008-19-05_00-00-00_MS_4.2_130.wav,yeah yeah,2.009,990024
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/022212/myst_022212_2015-01-22_11-27-28_LS_3.4/myst_022212_2015-01-22_11-27-28_LS_3.4_018.wav,it's the heart it pumps blood,4.0653125,022212
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/995315/myst_995315_2009-18-02_00-00-00_ME_1.1/myst_995315_2009-18-02_00-00-00_ME_1.1_006.wav,it didn't work with the aluminum nail because it's made of aluminum and magnets don't attract to aluminum,10.425999999999998,995315
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/012020/myst_012020_2013-11-14_10-51-26_MX_1.2/myst_012020_2013-11-14_10-51-26_MX_1.2_052.wav,by evaporating the water,3.0845,012020
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/012028/myst_012028_2014-03-11_12-28-15_SRL_3.2/myst_012028_2014-03-11_12-28-15_SRL_3.2_040.wav,the rock rubbing against the tile,11.5803125,012028
/srv/scratch/chacmod/MyST/myst-v0.3.0-171fbda/corpora/myst/data/997495/myst_997495_2010-04-02_00-00-00_ME_3.3/myst_997495_2010-04-02_00-00-00_ME_3.3_024.wav,the parallel circuit is um when one light bulb burns out none of the others do,8.369,997495
